val_sample_no,id,event,label,pred,prob_rumor,confidence,correct,error_type,abs_margin_from_0_5,top_rumor_evidence,top_non_rumor_evidence,text
64,498531639472189441,1,0,0,0.2647959429912698,0.7352040570087301,True,correct,0.2352040570087302,词项'shot'(0.577)；字符片段'shot'(0.389)；词项'at'(0.288),词项'white'(0.274)；词项'cops'(0.215)；词项'shot killed'(0.206),#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR
65,500399997113098240,1,0,0,0.08197177962556747,0.9180282203744325,True,correct,0.41802822037443255,词项'name'(0.475)；词项'ferguson cops'(0.469)；字符片段'name'(0.378),词项'aren'(0.573)；词项'johnson'(0.447)；字符片段'en't'(0.321),I asked Ron Johnson why #Ferguson cops aren't wearing name tags: http://t.co/ghiG5XM8Rd
66,498349598197702656,1,0,0,0.16273581557736536,0.8372641844226346,True,correct,0.3372641844226346,词项'shot'(0.604)；字符片段'shot'(0.469)；字符片段'sho'(0.372),词项'in hashtag_ferguson'(0.606)；词项'old'(0.313)；词项'missouri'(0.229),"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus #FergusonShooting"
67,499699803576881152,1,0,0,0.1423242020387389,0.857675797961261,True,correct,0.3576757979612611,词项'while'(0.423)；字符片段'stre'(0.336)；词项'watch'(0.301),字符片段'you'(0.561)；词项'you'(0.436)；词项'is'(0.360),The live stream from #Ferguson is back up and running. Watch here while you can: http://t.co/7QTY8soT46
68,498283038338711552,1,0,0,0.02237411627887129,0.9776258837211287,True,correct,0.4776258837211287,词项'they'(0.478)；词项'out'(0.369)；词项'out in'(0.283),词项'in hashtag_ferguson'(0.892)；词项'ferguson URL'(0.750)；词项'dogs'(0.302),They've brought the dogs out in #Ferguson https://t.co/gXQeLtaXjt
69,499703156889362432,1,0,0,0.49756432516257254,0.5024356748374275,True,correct,0.0024356748374274595,词项'breaking'(0.350)；词项'been'(0.336)；词项'has been'(0.323),词项'tear'(0.262)；字符片段'int'(0.189)；字符片段'prot'(0.144),#BREAKING: State Senator Maria Chapelle Nadal has been taken into police custody; she had been tear-gassed at an earlier protest. #Ferguson
70,499478732315566080,1,0,0,0.024675607589263553,0.9753243924107364,True,correct,0.47532439241073643,字符片段'dly'(0.231)；字符片段'ect'(0.193)；字符片段'cal'(0.178),词项'ferguson URL'(0.689)；词项'friendly'(0.300)；字符片段'you'(0.295),Your friendly local police department. Protect and Serve. #Ferguson http://t.co/LIUfLlnXXK
71,500362679039840257,1,0,0,0.22867034447877843,0.7713296555212216,True,correct,0.27132965552122157,词项'him'(0.740)；词项'officer'(0.670)；字符片段'him'(0.473),词项'over'(0.816)；词项'ferguson URL'(0.650)；词项'rt'(0.500),RT @FreeTopher: OFFICER DARREN WILSON STANDING OVER MIKE BROWN'S BODY AFTER SHOOTING HIM 9 TIMES #Ferguson http://t.co/7uAMFPdyPO
72,500163501961142275,1,0,0,0.013551741305920892,0.9864482586940791,True,correct,0.4864482586940791,词项'for the'(0.186)；词项'thanks'(0.180)；词项'taken'(0.121),词项'mikebrown URL'(0.491)；词项'photo'(0.449)；字符片段'stl'(0.435),"Photo taken by @FroGoddess ""thanks for the advice #Palestine"" - #Ferguson #STL #MikeBrown http://t.co/UkfKu2Zzdl"
73,500322242296041473,1,0,0,0.20152267837255577,0.7984773216274442,True,correct,0.2984773216274442,词项'michael'(0.449)；字符片段'rep'(0.346)；词项'arms'(0.306),词项'is'(0.294)；词项'if michael'(0.289)；词项'or'(0.274),"If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson"
74,499529014797557760,1,0,0,0.03533318237446753,0.9646668176255324,True,correct,0.46466681762553247,词项'one'(0.494)；词项'video'(0.281)；字符片段'ube'(0.249),词项'all'(0.911)；词项'ferguson URL'(0.852)；词项'yesterday'(0.509),All of yesterday's Vines in one YouTube video. #ferguson  http://t.co/Q2wUmBg5Cr
75,498575704582148096,1,0,0,0.029920949646116437,0.9700790503538835,True,correct,0.4700790503538836,词项'the police'(1.242)；词项'then'(0.318)；字符片段'ged'(0.282),词项'about'(0.655)；词项'than'(0.400)；词项'is'(0.375),If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall
76,499598945417703424,1,0,0,0.026033238503175352,0.9739667614968246,True,correct,0.47396676149682465,词项'this morning'(0.401)；词项'morning'(0.325)；字符片段'ore'(0.231),字符片段'mo'(0.590)；词项'this'(0.368)；词项'ferguson this'(0.361),More from #Ferguson this morning http://t.co/82Ylq2SqzK
77,499602370917978112,1,0,0,0.03445713514330726,0.9655428648566927,True,correct,0.4655428648566927,词项'days'(0.592)；词项'out of'(0.403)；字符片段'days'(0.289),词项'after police'(0.379)；词项'few'(0.352)；字符片段'few'(0.350),"One pattern of the last few days: After police move the media out of the area, they become more heavy-handed and violent. #Ferguson"
78,499636076852420608,1,0,0,0.04730703761956128,0.9526929623804388,True,correct,0.4526929623804387,词项'out'(0.269)；字符片段'eld'(0.211)；词项'for the'(0.192),词项'mikebrown URL'(0.508)；词项'community'(0.369)；词项'residents'(0.321),Better Family life out here in the #FERGUSON community offering therapy for the residents of Canfield #MikeBrown http://t.co/SIiRImomBP
79,499602333404504064,1,0,0,0.018262496885868493,0.9817375031141315,True,correct,0.4817375031141315,字符片段'di'(0.232)；词项'display'(0.164)；字符片段'in'(0.149),词项'in hashtag_ferguson'(0.861)；词项'ferguson URL'(0.725)；字符片段'disp'(0.296),Police militarization on display in #Ferguson http://t.co/m9jyPq3ALq
80,499704241741520897,1,0,0,0.09788228040201445,0.9021177195979856,True,correct,0.40211771959798553,词项'now'(0.321)；词项'for the'(0.318)；词项'and for'(0.293),词项'in hashtag_ferguson'(0.638)；词项'be'(0.356)；词项'the'(0.238),"People who claim to be against big, intrusive government and for the Constitution are cheerleading for the cops in #Ferguson now. Telling."
81,499699779426066432,1,0,0,0.04941574285495822,0.9505842571450418,True,correct,0.4505842571450418,词项'even'(0.594)；字符片段'even'(0.174)；字符片段'alk'(0.156),词项'we'(0.446)；词项'on the'(0.383)；词项'us'(0.377),Cops are forcing us to move even as legally we have the right to stand on the  sidewalk... #Ferguson
82,498321666267561985,1,0,0,0.020131604754750204,0.9798683952452498,True,correct,0.4798683952452498,词项'cop'(0.261)；词项'ferguson is'(0.217)；词项'are the'(0.173),词项'in hashtag_ferguson'(0.563)；字符片段'you'(0.395)；词项'you'(0.350),"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us."
83,499362441697193985,1,0,0,0.0220352344631093,0.9779647655368907,True,correct,0.4779647655368907,词项'at'(0.312)；字符片段'at'(0.237)；字符片段'st.'(0.127),词项'ferguson URL'(0.529)；词项'peaceful'(0.335)；字符片段'you'(0.289),Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R
84,499674825753772033,1,0,0,0.11241745532205112,0.8875825446779488,True,correct,0.3875825446779489,字符片段'con'(0.203)；词项'them to'(0.176)；字符片段'ot'(0.132),词项'those'(0.282)；词项'to'(0.229)；词项'ferguson'(0.187),"#Ferguson #FergusonRiot #JailSupport helps those arrested in order to connect them to lawyers, relay messages... http://t.co/9NQJclwvah"
85,499441454498852864,1,0,0,0.054898751759131614,0.9451012482408684,True,correct,0.4451012482408684,字符片段'ier'(0.391)；词项'the day'(0.259)；词项'picture'(0.248),词项'rt'(0.328)；词项'protesters'(0.299)；词项'rt USER'(0.282),"RT @PDPJ: #Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/qUkG9ztaQt"
86,500296090671796224,1,0,0,0.0112720621212946,0.9887279378787054,True,correct,0.4887279378787054,词项'protesting'(0.292)；词项'know'(0.249)；字符片段'acc'(0.227),词项'in hashtag_ferguson'(0.666)；词项'our'(0.360)；词项'rights'(0.248),Our account from the ground in #Ferguson Protesting 4 #JusticeForMikeBrown? Know your rights https://t.co/bqWdKblUoM http://t.co/A60AYAS1GV
87,499696733979688961,1,0,0,0.2090664818604291,0.7909335181395709,True,correct,0.2909335181395709,词项'style'(0.468)；词项'show'(0.299)；词项'military style'(0.246),词项'ferguson URL'(0.514)；字符片段'ove'(0.343)；词项'force'(0.337),"Military-style police in overwhelming show of force: 3 APCs, ~100 officers, high-powered rifles #Ferguson http://t.co/joc9ZnPuqM"
88,499688832300630016,1,0,0,0.14971076485845378,0.8502892351415462,True,correct,0.3502892351415462,词项'breaking'(0.453)；词项'they'(0.347)；词项'say'(0.293),词项'again'(0.657)；词项'we'(0.459)；词项'crowd'(0.288),"BREAKING: #Ferguson both lanes of W Florissant Ave blocked again, crowd chanting ""They say get back, we say fuck that"" tact teams driving up"
89,500197999205965824,1,0,0,0.11907219686481334,0.8809278031351867,True,correct,0.38092780313518665,词项'police chief'(0.561)；词项'chief'(0.403)；词项'condemns'(0.335),词项'in hashtag_ferguson'(0.757)；词项'ferguson URL'(0.638)；词项'ferguson'(0.216),St. Louis police chief condemns military tactics being used in #Ferguson http://t.co/6jmeZutuoe
90,500292129802186752,1,0,0,0.025474246709250775,0.9745257532907492,True,correct,0.4745257532907492,字符片段'ect'(0.171)；词项'in'(0.154)；词项'follow'(0.127),词项'in hashtag_ferguson'(0.917)；词项'on the'(0.560)；词项'ferguson'(0.262),"Follow Amnesty delegation on the ground in #Ferguson to observe, collect testimony http://t.co/srQ7W2vAyx"
91,499658267493019651,1,0,0,0.12576354784756427,0.8742364521524357,True,correct,0.37423645215243573,词项'so'(0.362)；字符片段'so'(0.231)；词项'URL hashtag_tcot'(0.218),词项'do'(0.353)；词项'URL'(0.248)；字符片段'e's'(0.209),Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m
92,498602787614511104,1,0,0,0.015916208271880457,0.9840837917281196,True,correct,0.48408379172811955,词项'now'(0.639)；词项'now in'(0.600)；字符片段'now'(0.531),词项'in hashtag_ferguson'(1.269)；词项'ferguson URL'(1.069)；词项'happening'(0.617),Happening now in #Ferguson http://t.co/w8r9FTl4Kb
93,498271531386953728,1,0,0,0.03520290201158652,0.9647970979884135,True,correct,0.4647970979884135,字符片段'men'(0.212)；词项'make'(0.195)；字符片段'thre'(0.168),词项'ferguson URL'(0.602)；词项'us'(0.430)；词项'is'(0.368),"Reminder that this is legal, but young unarmed black men are threatening and make us ""uncomfortable""  #Ferguson http://t.co/VbRyW7J9nR"
94,498507730395484160,1,0,0,0.04480716183125069,0.9551928381687493,True,correct,0.45519283816874934,词项'the shooting'(0.560)；字符片段'sho'(0.364)；词项'body'(0.277),词项'in hashtag_ferguson'(0.600)；词项'all'(0.536)；词项'should'(0.390),The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.
95,499703033174179840,1,0,0,0.1478753472161192,0.8521246527838808,True,correct,0.35212465278388083,词项'down'(0.564)；词项'trying to'(0.371)；词项'trying'(0.316),词项'again'(1.032)；词项'is'(0.309)；词项'like'(0.260),"Jammers used again. Both livestreams went down again, looks like police is trying to hide something. #Ferguson"
96,499655869412286464,1,0,0,0.14404050426187287,0.8559594957381271,True,correct,0.35595949573812713,词项'he'(0.223)；字符片段'2'(0.220)；词项'URL hashtag_tcot'(0.197),词项'URL'(0.228)；词项'anti'(0.215)；词项'ferguson'(0.185),"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv"
97,499688532391526400,1,0,0,0.08028061228059948,0.9197193877194005,True,correct,0.41971938771940054,词项'now'(0.424)；词项'personnel'(0.415)；字符片段'now'(0.250),词项'armed police'(0.597)；词项'armed'(0.517)；词项'ferguson'(0.240),#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM
98,499488337338843137,1,0,0,0.018267646610388502,0.9817323533896115,True,correct,0.4817323533896115,字符片段'rea'(0.177)；字符片段':'(0.149)；字符片段're'(0.134),词项'ferguson URL'(0.571)；词项'photo'(0.482)；词项'rt'(0.439),Is that a bag of chips?! #REAL RT @GinoTheGhost: May be the dopest photo of the year #Ferguson http://t.co/ZxF3zhbjHb
99,499705599454883840,1,0,0,0.096635916148012,0.903364083851988,True,correct,0.403364083851988,词项'even'(0.603)；词项'then'(0.471)；词项'they'(0.342),词项're'(0.671)；词项'our'(0.345)；词项'they re'(0.328),"Looking at #Ferguson and feeling anger, then helplessness, then more anger. They're not even pretending to acknowledge our humanity."
100,499706059691663360,1,0,0,0.08201828952788273,0.9179817104721173,True,correct,0.4179817104721173,词项'down'(0.516)；词项'watch'(0.237)；字符片段'stre'(0.210),词项'my'(0.568)；字符片段'my'(0.337)；词项'trained'(0.263),"Tears streaming down my face as I watch little kids stepping and chanting ""justice for #MikeBrown"" with rifles trained on them. #Ferguson"
101,498504673339666432,1,0,0,0.011020050926728841,0.9889799490732711,True,correct,0.48897994907327114,字符片段'tre'(0.253)；字符片段'mi'(0.118)；字符片段'men'(0.096),词项'ferguson URL'(0.971)；词项'help'(0.607)；词项'this'(0.429),This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1
102,499698357397237762,1,0,0,0.08008647082918653,0.9199135291708135,True,correct,0.4199135291708135,词项'they'(0.489)；字符片段'they'(0.400)；词项'do with'(0.328),词项'in hashtag_ferguson'(0.539)；词项'those'(0.392)；词项'don'(0.382),Those cops on line in #Ferguson don't have riot shields and batons. They have rifles. The only thing they can do with those is shoot people.
103,500320286341099523,1,0,0,0.023358210384537347,0.9766417896154627,True,correct,0.47664178961546266,词项'ferguson is'(0.347)；字符片段'lly'(0.147)；字符片段'co'(0.143),词项'all'(0.808)；词项'is'(0.465)；词项'white'(0.428),"#Ferguson is 60% black, but virtually all its cops are white. http://t.co/U7Yk4s4nyE http://t.co/gHlnoPH4dK"
104,500430673099104256,1,0,0,0.18678064791181784,0.8132193520881822,True,correct,0.3132193520881822,词项'him'(0.537)；词项'time'(0.457)；字符片段'him'(0.401),词项'wake'(0.397)；字符片段'wake'(0.293)；词项'is'(0.289),"Wake up. Whenever a black man is killed by police, they try to make him a Saint/Martyr. 99% of the time he's a POS #Thug. #Ferguson"
105,499665704300191745,1,0,0,0.020123405712077724,0.9798765942879223,True,correct,0.4798765942879223,字符片段'stat'(0.243)；字符片段'sta'(0.230)；字符片段'ted'(0.200),词项'about'(0.936)；词项'of hashtag_ferguson'(0.477)；词项'URL'(0.358),"More startling statistics about the segregated population of #Ferguson, Mo. http://t.co/uYrldQHoj7 http://t.co/vgxuLMYDhz"
106,500074069354905600,1,0,0,0.06482974824557954,0.9351702517544205,True,correct,0.4351702517544205,词项'now'(0.424)；字符片段'now'(0.288)；字符片段'mich'(0.264),词项'ferguson hashtag_michaelbrown'(0.479)；词项'right'(0.342)；词项'right now'(0.336),Times Square right now for #Ferguson #MichaelBrown http://t.co/m0e1eFJet2
107,500186504279625728,1,0,0,0.07163455247348285,0.9283654475265172,True,correct,0.4283654475265172,字符片段'su'(0.185)；字符片段'ted'(0.155)；词项'in'(0.126),词项'ferguson URL'(0.626)；词项'URL'(0.262)；词项'square'(0.224),4 arrested in Times Square after march supporting #Ferguson http://t.co/I40SlR3Jbm #NMOS14 http://t.co/QRT7VzEiRe
401,500296158476906496,1,1,1,0.8863852413973504,0.8863852413973504,True,correct,0.3863852413973504,词项'cigars'(1.012)；词项'store'(0.897)；词项'fbi'(0.555),词项'ferguson shooting'(0.476)；词项'shooting'(0.358)；词项'from'(0.261),"Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he ""did take cigarillos"" http://t.co/j9BARBU0c7"
